1069578 0 1 1 13 1
1071342 0 1 1 5 6.6666666667
1071342 0 1 1 1 6.6666666667
1071342 0 1 1 0 6.6666666667
1071342 0 1 1 8 6.6666666667
1071450 0 1 1 13 1
1071746 0 1 0 2 50
1076533 0 1 1 14 1
1076533 0 1 1 15 1
1076666 0 1 0 1 6.6666666667
1076994 0 1 0 15 1
1076994 0 1 0 9 1
1077631 0 1 1 12 6.6666666667
1077731 1 1 1 6 1
1078436 0 1 1 15 1
1078436 0 1 1 7 1
1078436 0 1 1 10 1
1078436 0 1 1 11 1
1079039 0 1 1 14 6.6666666667
1079045 0 1 1 8 6.6666666667
1079045 0 1 1 11 6.6666666667
1080836 0 1 1 5 6.6666666667
1080992 0 1 1 5 1
1081375 0 1 0 9 1
1081516 0 1 0 11 1
1083325 0 1 0 10 1
1084001 0 1 0 9 1
1084489 0 1 0 5 1
1084489 0 1 0 7 1
1084489 0 1 0 5 1
1084814 0 1 1 2 1
1086350 0 1 1 0 50
1086706 0 1 0 12 1
1086790 0 1 1 14 1
1086790 0 1 1 0 1
1087894 0 1 1 9 1
1088315 0 1 0 6 1
1088315 0 1 0 6 1
1088315 0 1 0 10 1
1088315 0 1 0 9 1
1088353 0 1 0 14 1
1088353 0 1 0 15 1
1089020 0 1 0 13 50
1089020 0 1 0 14 50
1090038 1 1 1 13 1
1092177 1 1 1 15 1
1092177 0 1 1 12 1
1093060 1 1 1 15 1
1093116 0 1 0 2 10
1093116 0 1 0 7 10
1093116 0 1 0 4 10
1094612 0 1 1 7 1
1094612 0 1 1 8 1
1096353 0 1 0 12 1
1097362 0 1 1 10 10
1097403 0 1 0 15 10
1097403 0 1 0 12 10
1098517 1 1 1 12 1
1099553 0 1 0 11 10
1099553 0 1 0 9 10
1099553 0 1 0 2 10
1099553 0 1 0 5 10
1099864 0 1 0 12 1
1099864 0 1 0 15 1
1100688 1 1 1 9 1
1101165 0 1 1 1 10
1101185 0 1 0 3 1
1101185 0 1 0 1 1
1102097 0 1 0 0 10
1102097 0 1 0 6 10
1102612 0 1 0 4 1
1102620 0 1 0 8 1
1103313 0 1 0 8 1
1103313 0 1 0 7 1
1103837 0 1 0 15 10
1103908 0 1 0 6 1
1103908 0 1 0 10 1
1103908 0 1 0 14 1
1104245 0 1 1 3 10
1106453 0 1 1 13 1
1106453 1 1 1 10 1
1106849 0 1 0 2 10
1108904 0 1 1 4 1
1108904 0 1 1 12 1
1108998 0 1 0 8 10
1109232 0 1 1 0 1
1112722 1 1 1 5 1
1112722 0 1 1 10 1
1112722 1 1 1 7 1
1113094 1 1 1 13 1
1113840 0 1 0 3 1
1114650 0 1 0 7 10
1115124 0 1 0 4 10
1116614 1 1 1 3 1
1116614 1 1 1 5 1
1117052 0 1 0 6 1
1117052 0 1 0 10 1
1117812 0 1 1 15 1
1118859 1 1 1 11 1
1118898 0 1 0 1 10
1118934 0 1 0 0 10
1118934 0 1 0 3 10
1119836 0 1 1 12 10
1119836 0 1 1 13 10
1119836 1 1 1 12 10
1119836 0 1 1 14 10
1120315 0 1 0 6 10
1120977 0 1 0 3 10
1120977 0 1 0 1 10
1123366 1 1 1 12 1
1123398 0 1 0 5 10
1123398 0 1 0 2 10
1123467 0 1 0 6 1
1123467 0 1 0 8 1
1123467 0 1 0 11 1
1124152 0 1 0 14 1
1124155 1 1 1 14 1
1125295 0 1 0 7 1
1125295 0 1 0 11 1
1125378 0 1 0 12 1
1125378 0 1 0 6 1
1125378 0 1 0 8 1
1125378 0 1 0 7 1
1127207 0 1 0 2 1
1127361 0 1 0 1 10
1129060 0 1 1 10 10
1129107 0 1 1 0 10
1129107 0 1 1 0 10
1129899 0 1 1 4 10
1129926 0 1 0 10 10
1129926 0 1 0 7 10
1129958 0 1 1 8 10
1129958 0 1 1 3 10
1130677 0 1 0 8 10
1130677 0 1 0 8 10
1133191 0 1 1 10 1
1134094 0 1 0 15 1
1134577 0 1 1 2 2
1134740 0 1 1 10 20
1134740 0 1 1 8 20
1134740 0 1 1 1 20
1136523 0 1 0 3 20
1137769 0 1 0 3 20
1143755 0 1 0 5 1
1143755 0 1 0 1 1
1143755 0 1 0 6 1
1143755 0 1 0 2 1
1143755 0 1 0 11 1
1144093 0 1 1 1 1
1144093 0 1 1 4 1
1144608 0 1 1 11 1
1145265 0 1 0 5 1
1145829 0 1 1 7 20
1147038 0 1 0 1 20
1147113 0 1 1 1 1
1151487 0 1 1 10 1
1151951 0 1 1 11 2
1154847 0 1 1 7 1
1154847 0 1 1 10 1
1154878 0 1 0 7 1
1154878 0 1 0 0 1
1154878 0 1 0 5 1
1156278 0 1 1 8 1
1156278 0 1 1 12 1
1156600 0 1 1 14 2
1156600 0 1 1 13 2
1156648 0 1 0 14 1
1158085 0 1 1 15 2
1158085 0 1 1 14 2
1158085 0 1 1 10 2
1158479 0 1 1 10 1
1158479 0 1 1 11 1
1158479 0 1 1 11 1
1159980 0 1 1 12 1
1160013 0 1 0 14 1
1161188 0 1 0 8 1
1161596 0 1 1 11 2
1161596 0 1 1 11 2
1161596 0 1 1 12 2
1162088 0 1 0 14 1
1162435 0 1 0 7 1
1162435 0 1 0 4 1
1162435 0 1 0 10 1
1163088 1 1 1 15 1
1163088 1 1 1 15 1
1164880 0 1 1 5 2
1165362 0 1 1 4 1
1165362 1 1 1 11 1
1165656 0 1 1 11 2
1165969 0 1 1 8 2
1165969 0 1 1 11 2
1165969 0 1 1 11 2
1165969 0 1 1 10 2
1165969 0 1 1 7 2
1166662 0 1 1 8 2
1166662 0 1 1 12 2
1167566 0 1 0 9 2
1167566 0 1 0 14 2
1167566 0 1 0 12 2
1168920 0 1 0 10 2
1169170 0 1 0 12 1
1169622 0 1 0 10 2
1169809 0 1 0 8 1
1170096 0 1 1 2 20
1170096 0 1 1 5 20
1170572 0 1 0 4 1
1170572 0 1 0 7 1
1171100 0 1 0 13 1
1171100 0 1 0 10 1
1171625 1 1 0 3 2
1173338 0 1 1 14 1
1173338 0 1 1 12 1
1173338 0 1 1 10 1
1173424 0 1 1 15 1
1173424 0 1 1 4 1
1175502 0 1 0 2 2
1175635 0 1 0 11 1
1175668 0 1 0 15 1
1175873 0 1 1 15 2
1175873 0 1 1 11 2
1176181 0 1 0 5 20
1176181 0 1 0 8 20
1176436 0 1 1 9 1
1176436 0 1 1 4 1
1176907 0 1 0 14 1
1179049 0 1 1 1 1
1179049 0 1 1 5 1
1179556 0 1 0 10 10
1182508 1 1 1 2 1
1182562 1 1 1 6 1
1187073 0 1 0 13 10
1187073 0 1 0 13 10
1187073 0 1 0 15 10
1187670 0 1 0 2 10
1188166 0 1 1 2 10
1188166 0 1 1 5 10
1188395 0 1 1 7 1
1189661 0 1 0 1 1
1190475 0 1 0 5 33.333333333
1190790 0 1 0 2 33.333333333
1191664 0 1 1 9 1
1191780 0 1 1 14 1
1191780 0 1 1 10 1
1191780 0 1 1 10 1
1191780 0 1 1 7 1
1193895 1 1 0 10 1
1198170 0 1 1 2 10
1200888 0 1 0 10 33.333333333
1200888 0 1 0 8 33.333333333
1200888 0 1 0 15 33.333333333
1200984 1 1 1 8 1
1200984 0 1 1 7 1
1201339 1 1 1 4 1
1201858 0 1 0 0 33.333333333
1203808 0 1 0 8 10
1203808 0 1 0 13 10
1203808 0 1 0 9 10
1203900 0 1 1 8 1
1204552 0 1 1 14 10
1204552 0 1 1 14 10
1205032 0 1 1 5 1
1205032 1 1 1 9 1
1205032 0 1 1 10 1
1206396 1 1 1 8 1
1206934 0 1 0 13 1
1206934 0 1 0 6 1
1206934 1 1 0 11 1
1206961 0 1 1 9 1
1207242 0 1 1 5 1
1207242 1 1 1 4 1
1207257 0 1 0 4 33.333333333
1207257 0 1 0 7 33.333333333
1207314 0 1 0 14 33.333333333
1207852 0 1 1 3 1
1207852 1 1 1 7 1
1208478 1 1 1 15 1
1209254 0 1 1 9 1
1209254 0 1 1 2 1
1209338 0 1 0 3 10
1209338 0 1 0 1 10
1211006 0 1 1 8 1
1212234 0 1 1 14 10
1212234 0 1 1 11 10
1215256 0 1 1 9 1
1215256 0 1 1 13 1
1219397 0 1 0 1 40
1220836 0 1 1 6 10
